Fecha,SEAS,Year,ONI,ANOM,Month
2000-02-01 00:00:00,JFM,2000,25.44,-1.41,2
2000-03-01 00:00:00,FMA,2000,26.17,-1.07,3
2000-04-01 00:00:00,MAM,2000,26.78,-0.81,4
2000-05-01 00:00:00,AMJ,2000,27,-0.71,5
2000-06-01 00:00:00,MJJ,2000,26.88,-0.64,6
2000-07-01 00:00:00,JJA,2000,26.65,-0.55,7
2000-08-01 00:00:00,JAS,2000,26.4,-0.51,8
2000-09-01 00:00:00,ASO,2000,26.2,-0.55,9
2000-10-01 00:00:00,SON,2000,26.05,-0.63,10
2000-11-01 00:00:00,OND,2000,25.88,-0.75,11
2000-12-01 00:00:00,NDJ,2000,25.81,-0.74,12
2001-01-01 00:00:00,DJF,2001,25.88,-0.68,1
2001-02-01 00:00:00,JFM,2001,26.26,-0.52,2
2001-03-01 00:00:00,FMA,2001,26.76,-0.44,3
2001-04-01 00:00:00,MAM,2001,27.25,-0.34,4
2001-05-01 00:00:00,AMJ,2001,27.49,-0.25,5
2001-06-01 00:00:00,MJJ,2001,27.47,-0.12,6
2001-07-01 00:00:00,JJA,2001,27.2,-0.08,7
2001-08-01 00:00:00,JAS,2001,26.86,-0.13,8
2001-09-01 00:00:00,ASO,2001,26.63,-0.19,9
2001-10-01 00:00:00,SON,2001,26.48,-0.29,10
2001-11-01 00:00:00,OND,2001,26.37,-0.35,11
2001-12-01 00:00:00,NDJ,2001,26.31,-0.31,12
2002-01-01 00:00:00,DJF,2002,26.44,-0.15,1
2002-02-01 00:00:00,JFM,2002,26.81,0.03,2
2002-03-01 00:00:00,FMA,2002,27.29,0.09,3
2002-04-01 00:00:00,MAM,2002,27.8,0.2,4
2002-05-01 00:00:00,AMJ,2002,28.18,0.43,5
2002-06-01 00:00:00,MJJ,2002,28.24,0.65,6
2002-07-01 00:00:00,JJA,2002,28.06,0.79,7
2002-08-01 00:00:00,JAS,2002,27.85,0.86,8
2002-09-01 00:00:00,ASO,2002,27.83,1.01,9
2002-10-01 00:00:00,SON,2002,27.97,1.21,10
2002-11-01 00:00:00,OND,2002,28.03,1.31,11
2002-12-01 00:00:00,NDJ,2002,27.76,1.14,12
2003-01-01 00:00:00,DJF,2003,27.51,0.92,1
2003-02-01 00:00:00,JFM,2003,27.41,0.63,2
2003-03-01 00:00:00,FMA,2003,27.58,0.38,3
2003-04-01 00:00:00,MAM,2003,27.56,-0.04,4
2003-05-01 00:00:00,AMJ,2003,27.48,-0.26,5
2003-06-01 00:00:00,MJJ,2003,27.42,-0.16,6
2003-07-01 00:00:00,JJA,2003,27.35,0.08,7
2003-08-01 00:00:00,JAS,2003,27.2,0.21,8
2003-09-01 00:00:00,ASO,2003,27.08,0.26,9
2003-10-01 00:00:00,SON,2003,27.05,0.29,10
2003-11-01 00:00:00,OND,2003,27.07,0.35,11
2003-12-01 00:00:00,NDJ,2003,26.97,0.35,12
2004-01-01 00:00:00,DJF,2004,26.95,0.37,1
2004-02-01 00:00:00,JFM,2004,27.08,0.31,2
2004-03-01 00:00:00,FMA,2004,27.43,0.23,3
2004-04-01 00:00:00,MAM,2004,27.76,0.17,4
2004-05-01 00:00:00,AMJ,2004,27.91,0.17,5
2004-06-01 00:00:00,MJJ,2004,27.87,0.28,6
2004-07-01 00:00:00,JJA,2004,27.74,0.47,7
2004-08-01 00:00:00,JAS,2004,27.63,0.64,8
2004-09-01 00:00:00,ASO,2004,27.52,0.7,9
2004-10-01 00:00:00,SON,2004,27.44,0.67,10
2004-11-01 00:00:00,OND,2004,27.38,0.66,11
2004-12-01 00:00:00,NDJ,2004,27.3,0.69,12
2005-01-01 00:00:00,DJF,2005,27.22,0.64,1
2005-02-01 00:00:00,JFM,2005,27.36,0.58,2
2005-03-01 00:00:00,FMA,2005,27.65,0.45,3
2005-04-01 00:00:00,MAM,2005,28.02,0.43,4
2005-05-01 00:00:00,AMJ,2005,28.03,0.29,5
2005-06-01 00:00:00,MJJ,2005,27.69,0.11,6
2005-07-01 00:00:00,JJA,2005,27.21,-0.06,7
2005-08-01 00:00:00,JAS,2005,26.85,-0.14,8
2005-09-01 00:00:00,ASO,2005,26.71,-0.11,9
2005-10-01 00:00:00,SON,2005,26.48,-0.29,10
2005-11-01 00:00:00,OND,2005,26.15,-0.57,11
2005-12-01 00:00:00,NDJ,2005,25.81,-0.84,12
2006-01-01 00:00:00,DJF,2006,25.8,-0.85,1
2006-02-01 00:00:00,JFM,2006,26.1,-0.77,2
2006-03-01 00:00:00,FMA,2006,26.73,-0.57,3
2006-04-01 00:00:00,MAM,2006,27.31,-0.37,4
2006-05-01 00:00:00,AMJ,2006,27.69,-0.14,5
2006-06-01 00:00:00,MJJ,2006,27.62,-0.03,6
2006-07-01 00:00:00,JJA,2006,27.4,0.1,7
2006-08-01 00:00:00,JAS,2006,27.26,0.3,8
2006-09-01 00:00:00,ASO,2006,27.3,0.54,9
2006-10-01 00:00:00,SON,2006,27.48,0.77,10
2006-11-01 00:00:00,OND,2006,27.62,0.94,11
2006-12-01 00:00:00,NDJ,2006,27.56,0.94,12
2007-01-01 00:00:00,DJF,2007,27.3,0.66,1
2007-02-01 00:00:00,JFM,2007,27.09,0.22,2
2007-03-01 00:00:00,FMA,2007,27.18,-0.12,3
2007-04-01 00:00:00,MAM,2007,27.37,-0.32,4
2007-05-01 00:00:00,AMJ,2007,27.45,-0.38,5
2007-06-01 00:00:00,MJJ,2007,27.18,-0.47,6
2007-07-01 00:00:00,JJA,2007,26.74,-0.56,7
2007-08-01 00:00:00,JAS,2007,26.15,-0.81,8
2007-09-01 00:00:00,ASO,2007,25.69,-1.07,9
2007-10-01 00:00:00,SON,2007,25.37,-1.34,10
2007-11-01 00:00:00,OND,2007,25.17,-1.5,11
2007-12-01 00:00:00,NDJ,2007,25.02,-1.6,12
2008-01-01 00:00:00,DJF,2008,25,-1.64,1
2008-02-01 00:00:00,JFM,2008,25.35,-1.52,2
2008-03-01 00:00:00,FMA,2008,26.01,-1.29,3
2008-04-01 00:00:00,MAM,2008,26.67,-1.01,4
2008-05-01 00:00:00,AMJ,2008,26.99,-0.84,5
2008-06-01 00:00:00,MJJ,2008,27.04,-0.61,6
2008-07-01 00:00:00,JJA,2008,26.92,-0.37,7
2008-08-01 00:00:00,JAS,2008,26.73,-0.23,8
2008-09-01 00:00:00,ASO,2008,26.52,-0.24,9
2008-10-01 00:00:00,SON,2008,26.36,-0.35,10
2008-11-01 00:00:00,OND,2008,26.12,-0.55,11
2008-12-01 00:00:00,NDJ,2008,25.88,-0.73,12
2009-01-01 00:00:00,DJF,2009,25.79,-0.85,1
2009-02-01 00:00:00,JFM,2009,26.08,-0.79,2
2009-03-01 00:00:00,FMA,2009,26.68,-0.61,3
2009-04-01 00:00:00,MAM,2009,27.36,-0.33,4
2009-05-01 00:00:00,AMJ,2009,27.84,0.01,5
2009-06-01 00:00:00,MJJ,2009,27.94,0.28,6
2009-07-01 00:00:00,JJA,2009,27.75,0.45,7
2009-08-01 00:00:00,JAS,2009,27.53,0.58,8
2009-09-01 00:00:00,ASO,2009,27.47,0.71,9
2009-10-01 00:00:00,SON,2009,27.72,1.01,10
2009-11-01 00:00:00,OND,2009,28.03,1.36,11
2009-12-01 00:00:00,NDJ,2009,28.18,1.56,12
2010-01-01 00:00:00,DJF,2010,28.14,1.5,1
2010-02-01 00:00:00,JFM,2010,28.09,1.22,2
2010-03-01 00:00:00,FMA,2010,28.14,0.84,3
2010-04-01 00:00:00,MAM,2010,28.04,0.35,4
2010-05-01 00:00:00,AMJ,2010,27.66,-0.17,5
2010-06-01 00:00:00,MJJ,2010,27,-0.66,6
2010-07-01 00:00:00,JJA,2010,26.25,-1.05,7
2010-08-01 00:00:00,JAS,2010,25.61,-1.35,8
2010-09-01 00:00:00,ASO,2010,25.21,-1.56,9
2010-10-01 00:00:00,SON,2010,25.07,-1.64,10
2010-11-01 00:00:00,OND,2010,25.03,-1.64,11
2010-12-01 00:00:00,NDJ,2010,25.02,-1.59,12
2011-01-01 00:00:00,DJF,2011,25.22,-1.42,1
2011-02-01 00:00:00,JFM,2011,25.68,-1.19,2
2011-03-01 00:00:00,FMA,2011,26.37,-0.93,3
2011-04-01 00:00:00,MAM,2011,26.95,-0.73,4
2011-05-01 00:00:00,AMJ,2011,27.28,-0.55,5
2011-06-01 00:00:00,MJJ,2011,27.21,-0.44,6
2011-07-01 00:00:00,JJA,2011,26.81,-0.48,7
2011-08-01 00:00:00,JAS,2011,26.33,-0.62,8
2011-09-01 00:00:00,ASO,2011,25.93,-0.83,9
2011-10-01 00:00:00,SON,2011,25.7,-1.01,10
2011-11-01 00:00:00,OND,2011,25.58,-1.09,11
2011-12-01 00:00:00,NDJ,2011,25.58,-1.04,12
2012-01-01 00:00:00,DJF,2012,25.77,-0.86,1
2012-02-01 00:00:00,JFM,2012,26.15,-0.72,2
2012-03-01 00:00:00,FMA,2012,26.71,-0.59,3
2012-04-01 00:00:00,MAM,2012,27.21,-0.47,4
2012-05-01 00:00:00,AMJ,2012,27.57,-0.26,5
2012-06-01 00:00:00,MJJ,2012,27.64,-0.01,6
2012-07-01 00:00:00,JJA,2012,27.54,0.25,7
2012-08-01 00:00:00,JAS,2012,27.32,0.37,8
2012-09-01 00:00:00,ASO,2012,27.13,0.37,9
2012-10-01 00:00:00,SON,2012,26.98,0.27,10
2012-11-01 00:00:00,OND,2012,26.73,0.05,11
2012-12-01 00:00:00,NDJ,2012,26.41,-0.21,12
2013-01-01 00:00:00,DJF,2013,26.21,-0.43,1
2013-02-01 00:00:00,JFM,2013,26.44,-0.43,2
2013-03-01 00:00:00,FMA,2013,26.96,-0.34,3
2013-04-01 00:00:00,MAM,2013,27.38,-0.3,4
2013-05-01 00:00:00,AMJ,2013,27.47,-0.36,5
2013-06-01 00:00:00,MJJ,2013,27.24,-0.41,6
2013-07-01 00:00:00,JJA,2013,26.89,-0.4,7
2013-08-01 00:00:00,JAS,2013,26.64,-0.32,8
2013-09-01 00:00:00,ASO,2013,26.51,-0.26,9
2013-10-01 00:00:00,SON,2013,26.54,-0.18,10
2013-11-01 00:00:00,OND,2013,26.5,-0.17,11
2013-12-01 00:00:00,NDJ,2013,26.35,-0.27,12
2014-01-01 00:00:00,DJF,2014,26.22,-0.42,1
2014-02-01 00:00:00,JFM,2014,26.41,-0.46,2
2014-03-01 00:00:00,FMA,2014,27.03,-0.27,3
2014-04-01 00:00:00,MAM,2014,27.73,0.04,4
2014-05-01 00:00:00,AMJ,2014,28.04,0.21,5
2014-06-01 00:00:00,MJJ,2014,27.82,0.16,6
2014-07-01 00:00:00,JJA,2014,27.34,0.05,7
2014-08-01 00:00:00,JAS,2014,27.02,0.07,8
2014-09-01 00:00:00,ASO,2014,27,0.23,9
2014-10-01 00:00:00,SON,2014,27.21,0.49,10
2014-11-01 00:00:00,OND,2014,27.31,0.64,11
2014-12-01 00:00:00,NDJ,2014,27.28,0.66,12
2015-01-01 00:00:00,DJF,2015,27.19,0.55,1
2015-02-01 00:00:00,JFM,2015,27.34,0.47,2
2015-03-01 00:00:00,FMA,2015,27.82,0.53,3
2015-04-01 00:00:00,MAM,2015,28.38,0.7,4
2015-05-01 00:00:00,AMJ,2015,28.76,0.93,5
2015-06-01 00:00:00,MJJ,2015,28.83,1.18,6
2015-07-01 00:00:00,JJA,2015,28.81,1.52,7
2015-08-01 00:00:00,JAS,2015,28.82,1.86,8
2015-09-01 00:00:00,ASO,2015,28.93,2.16,9
2015-10-01 00:00:00,SON,2015,29.14,2.42,10
2015-11-01 00:00:00,OND,2015,29.25,2.57,11
2015-12-01 00:00:00,NDJ,2015,29.26,2.64,12
2016-01-01 00:00:00,DJF,2016,29.12,2.48,1
2016-02-01 00:00:00,JFM,2016,29.01,2.14,2
2016-03-01 00:00:00,FMA,2016,28.88,1.58,3
2016-04-01 00:00:00,MAM,2016,28.62,0.94,4
2016-05-01 00:00:00,AMJ,2016,28.22,0.39,5
2016-06-01 00:00:00,MJJ,2016,27.59,-0.07,6
2016-07-01 00:00:00,JJA,2016,26.93,-0.36,7
2016-08-01 00:00:00,JAS,2016,26.42,-0.54,8
2016-09-01 00:00:00,ASO,2016,26.14,-0.63,9
2016-10-01 00:00:00,SON,2016,26.02,-0.69,10
2016-11-01 00:00:00,OND,2016,26.01,-0.67,11
2016-12-01 00:00:00,NDJ,2016,26.06,-0.56,12
2017-01-01 00:00:00,DJF,2017,26.3,-0.34,1
2017-02-01 00:00:00,JFM,2017,26.71,-0.16,2
2017-03-01 00:00:00,FMA,2017,27.35,0.05,3
2017-04-01 00:00:00,MAM,2017,27.89,0.2,4
2017-05-01 00:00:00,AMJ,2017,28.13,0.3,5
2017-06-01 00:00:00,MJJ,2017,27.97,0.31,6
2017-07-01 00:00:00,JJA,2017,27.43,0.14,7
2017-08-01 00:00:00,JAS,2017,26.84,-0.11,8
2017-09-01 00:00:00,ASO,2017,26.38,-0.38,9
2017-10-01 00:00:00,SON,2017,26.06,-0.65,10
2017-11-01 00:00:00,OND,2017,25.84,-0.84,11
2017-12-01 00:00:00,NDJ,2017,25.64,-0.97,12
2018-01-01 00:00:00,DJF,2018,25.72,-0.92,1
2018-02-01 00:00:00,JFM,2018,26.02,-0.85,2
2018-03-01 00:00:00,FMA,2018,26.6,-0.7,3
2018-04-01 00:00:00,MAM,2018,27.18,-0.5,4
2018-05-01 00:00:00,AMJ,2018,27.61,-0.22,5
2018-06-01 00:00:00,MJJ,2018,27.64,-0.01,6
2018-07-01 00:00:00,JJA,2018,27.38,0.09,7
2018-08-01 00:00:00,JAS,2018,27.18,0.23,8
2018-09-01 00:00:00,ASO,2018,27.25,0.49,9
2018-10-01 00:00:00,SON,2018,27.47,0.76,10
2018-11-01 00:00:00,OND,2018,27.57,0.9,11
2018-12-01 00:00:00,NDJ,2018,27.43,0.81,12
2019-01-01 00:00:00,DJF,2019,27.39,0.75,1
2019-02-01 00:00:00,JFM,2019,27.59,0.72,2
2019-03-01 00:00:00,FMA,2019,28.01,0.71,3
2019-04-01 00:00:00,MAM,2019,28.34,0.66,4
2019-05-01 00:00:00,AMJ,2019,28.37,0.54,5
2019-06-01 00:00:00,MJJ,2019,28.1,0.45,6
2019-07-01 00:00:00,JJA,2019,27.57,0.28,7
2019-08-01 00:00:00,JAS,2019,27.1,0.14,8
2019-09-01 00:00:00,ASO,2019,26.95,0.19,9
2019-10-01 00:00:00,SON,2019,27.06,0.35,10
2019-11-01 00:00:00,OND,2019,27.18,0.51,11
2019-12-01 00:00:00,NDJ,2019,27.17,0.55,12
2020-01-01 00:00:00,DJF,2020,27.14,0.5,1
2020-02-01 00:00:00,JFM,2020,27.35,0.48,2
2020-03-01 00:00:00,FMA,2020,27.7,0.4,3
2020-04-01 00:00:00,MAM,2020,27.87,0.19,4
2020-05-01 00:00:00,AMJ,2020,27.75,-0.08,5
2020-06-01 00:00:00,MJJ,2020,27.35,-0.3,6
2020-07-01 00:00:00,JJA,2020,26.88,-0.41,7
2020-08-01 00:00:00,JAS,2020,26.38,-0.57,8
2020-09-01 00:00:00,ASO,2020,25.87,-0.89,9
2020-10-01 00:00:00,SON,2020,25.54,-1.17,10
2020-11-01 00:00:00,OND,2020,25.4,-1.27,11
2020-12-01 00:00:00,NDJ,2020,25.43,-1.19,12
2021-01-01 00:00:00,DJF,2021,25.59,-1.05,1
2021-02-01 00:00:00,JFM,2021,25.94,-0.93,2
2021-03-01 00:00:00,FMA,2021,26.46,-0.84,3
2021-04-01 00:00:00,MAM,2021,27.03,-0.66,4
2021-05-01 00:00:00,AMJ,2021,27.35,-0.48,5
2021-06-01 00:00:00,MJJ,2021,27.28,-0.38,6
2021-07-01 00:00:00,JJA,2021,26.89,-0.4,7
2021-08-01 00:00:00,JAS,2021,26.46,-0.49,8
2021-09-01 00:00:00,ASO,2021,26.09,-0.67,9
2021-10-01 00:00:00,SON,2021,25.9,-0.81,10
2021-11-01 00:00:00,OND,2021,25.69,-0.98,11
2021-12-01 00:00:00,NDJ,2021,25.63,-0.98,12
2022-01-01 00:00:00,DJF,2022,25.67,-0.97,1
2022-02-01 00:00:00,JFM,2022,25.94,-0.93,2
2022-03-01 00:00:00,FMA,2022,26.31,-0.99,3
2022-04-01 00:00:00,MAM,2022,26.62,-1.06,4
2022-05-01 00:00:00,AMJ,2022,26.84,-0.99,5
2022-06-01 00:00:00,MJJ,2022,26.8,-0.85,6
2022-07-01 00:00:00,JJA,2022,26.48,-0.81,7
2022-08-01 00:00:00,JAS,2022,26.04,-0.91,8
2022-09-01 00:00:00,ASO,2022,25.75,-1.01,9
2022-10-01 00:00:00,SON,2022,25.72,-0.99,10
2022-11-01 00:00:00,OND,2022,25.76,-0.92,11
2022-12-01 00:00:00,NDJ,2022,25.79,-0.83,12
2023-01-01 00:00:00,DJF,2023,25.96,-0.68,1
2023-02-01 00:00:00,JFM,2023,26.44,-0.43,2
2023-03-01 00:00:00,FMA,2023,27.15,-0.15,3
2023-04-01 00:00:00,MAM,2023,27.85,0.16,4
2023-05-01 00:00:00,AMJ,2023,28.31,0.48,5
2023-06-01 00:00:00,MJJ,2023,28.42,0.77,6
2023-07-01 00:00:00,JJA,2023,28.36,1.07,7
2023-08-01 00:00:00,JAS,2023,28.28,1.32,8
2023-09-01 00:00:00,ASO,2023,28.32,1.56,9
2023-10-01 00:00:00,SON,2023,28.49,1.78,10
2023-11-01 00:00:00,OND,2023,28.6,1.92,11
2023-12-01 00:00:00,NDJ,2023,28.57,1.95,12
2024-01-01 00:00:00,DJF,2024,28.42,1.78,1
2024-02-01 00:00:00,JFM,2024,28.35,1.48,2
2024-03-01 00:00:00,FMA,2024,28.43,1.14,3
2024-04-01 00:00:00,MAM,2024,28.39,0.71,4
2024-05-01 00:00:00,AMJ,2024,28.22,0.39,5
2024-06-01 00:00:00,MJJ,2024,27.8,0.15,6
2024-07-01 00:00:00,JJA,2024,27.33,0.04,7
2024-08-01 00:00:00,JAS,2024,26.85,-0.11,8
2024-09-01 00:00:00,ASO,2024,26.55,-0.21,9
2024-10-01 00:00:00,SON,2024,26.46,-0.26,10
2024-11-01 00:00:00,OND,2024,26.3,-0.37,11
2024-12-01 00:00:00,NDJ,2024,26.09,-0.52,12
2025-01-01 00:00:00,DJF,2025,26.05,-0.59,1
2025-02-01 00:00:00,JFM,2025,26.48,-0.39,2
